experiment,representation,codebook_size,dedup,best_epoch,best_wer,best_cer,best_loss,final_epoch,final_wer,final_cer,final_loss,rtf,token_rate,bitrate,num_samples
continuous_layer9_mlp,continuous,,,10,0.2953732912723449,0.07675569928534355,0.3087571892473433,10,0.2953732912723449,0.07675569928534355,0.3087571892473433,0.011061942763536982,49.89518972544398,1226224.1826925112,500
kmeans_k100,k-means,100,False,3,1.0,0.8142092865413023,2.0765593316819935,4,1.0,0.8142092865413023,2.079464728870089,0.009336997529159414,49.89518972544398,331.4964650973752,500
kmeans_k500,k-means,500,False,1,0.9810725552050473,0.5312213039485767,1.595701395519196,4,0.9884332281808622,0.5396454665229369,1.5859154727723863,0.01023576902800697,49.89518972544398,447.34950792061886,500
kmeans_k1000,k-means,1000,False,2,0.9563617245005258,0.4558230526609973,1.4216950185715207,5,0.9726603575184016,0.4759851479219068,1.4123582007393005,0.012456014807815009,49.89518972544398,497.24469764606283,500
kmeans_k500_dedup,k-means,500,True,1,0.9709779179810726,0.46921787040364116,1.6233665716080439,4,0.9728706624605679,0.46762087275921266,1.606841418478224,0.009901056244583725,35.699856977974754,320.0772166578102,500
